Solution option name,Time taken to complete step,Cost of transaction fee,Cost of additional fee,Sender’s Currency,Sender’s country,Recipient’s currency,Recipient’s country,Transaction amount,Settled amount,Sender_id,Receiver_id,Transaction_id,Transacted at timestamp,Cost Ratio,Time Cost Interaction,Transaction Efficiency
PayPal,51,15.144313319619846,3.2832580528563398,CAD,Canada,CAD,USA,9696.568737765023,9678.141166392546,S1355,R1355,T1355,2023-12-01 17:31:38.238891,0.0019004218781749787,939.8061399962855,0.998099578121825
Western Union,15,17.41841854181215,3.8019983754284987,JPY,Germany,USD,USA,1165.2474884581518,1144.027071540911,S1356,R1356,T1356,2023-09-26 17:31:38.238892,0.018211081446156453,318.3062537586098,0.9817889185538434
Western Union,17,7.833099638852861,1.1282509117302273,JPY,Canada,GBP,USA,7702.927218926365,7693.965868375782,S1357,R1357,T1357,2024-03-17 17:31:38.238894,0.0011633694952439292,152.3429593599125,0.998836630504756
PayPal,46,11.54820202489222,2.979134171772896,USD,Germany,GBP,Japan,3804.90237519945,3790.375039002785,S1358,R1358,T1358,2024-07-19 17:31:38.238895,0.003818057538441733,668.2574650465954,0.9961819424615582
ACH,56,14.737669253667226,1.745460689357397,JPY,Canada,GBP,Japan,2648.7868596216813,2632.3037296786565,S1359,R1359,T1359,2023-11-10 17:31:38.238897,0.006222897808160699,923.0552768093788,0.9937771021918392
SEPA,2,2.8494471365909333,0.7601604297612106,EUR,UK,JPY,Germany,9778.216795620832,9774.60718805448,S1360,R1360,T1360,2023-12-02 17:31:38.238898,0.0003691478356226162,7.219215132704288,0.9996308521643774
Western Union,36,16.31419141434817,1.852728030023698,EUR,UK,USD,Canada,2270.376585994325,2252.209666549953,S1361,R1361,T1361,2024-02-14 17:31:38.238900,0.008001720752601735,654.0090999973872,0.9919982792473981
PayPal,65,14.039581667592342,3.4519972849816725,EUR,Canada,GBP,USA,7665.078523401256,7647.586944448682,S1362,R1362,T1362,2024-02-01 17:31:38.238902,0.0022819830089375794,1136.952631917311,0.9977180169910624
PayPal,41,18.23074311182347,2.7791919923337125,GBP,Germany,GBP,Japan,8591.59425485827,8570.584319754113,S1363,R1363,T1363,2024-01-09 17:31:38.238903,0.0024454058793892345,861.4073392704445,0.9975545941206108
SEPA,12,3.8214507635867276,2.296255096228432,USD,UK,EUR,Germany,5941.796512857018,5935.678806997203,S1364,R1364,T1364,2024-03-14 17:31:38.238905,0.001029605414217317,73.41247031778191,0.9989703945857827
Western Union,28,14.10683349855423,2.9825399792118286,EUR,Germany,GBP,USA,690.351197060616,673.26182358285,S1365,R1365,T1365,2023-10-16 17:31:38.238906,0.024754608307379432,478.5024573774497,0.9752453916926207
PayPal,62,17.28758540748035,2.534782950216012,EUR,Canada,EUR,UK,7851.697736981669,7831.8753686239725,S1366,R1366,T1366,2024-05-30 17:31:38.238908,0.0025245964658487264,1228.9868381771744,0.9974754035341513
PayPal,24,10.206949586671964,2.933616323685346,JPY,Germany,CAD,Canada,4212.589788747629,4199.449222837272,S1367,R1367,T1367,2023-09-09 17:31:38.238909,0.0031193556860099354,315.37358184857544,0.99688064431399
Western Union,36,19.823820438347575,3.0027672858222147,CAD,Germany,USD,USA,6223.482966734119,6200.656379009949,S1368,R1368,T1368,2023-08-31 17:31:38.238911,0.0036678155698638376,821.7571580701125,0.996332184430136
PayPal,59,14.138872198138866,3.821893599108865,GBP,Canada,JPY,UK,9986.44972781097,9968.488962013722,S1369,R1369,T1369,2023-10-11 17:31:38.238912,0.001798513614626159,1059.6851820376162,0.9982014863853738
SWIFT,46,21.290367878104366,2.342818067066326,USD,USA,GBP,Canada,4078.221260993843,4054.588075048672,S1370,R1370,T1370,2023-10-05 17:31:38.238914,0.005794973943961883,1087.1265534778518,0.9942050260560381
Western Union,26,11.057667599415378,0.5440826335929936,GBP,UK,CAD,Canada,1140.8680757602965,1129.2663255272882,S1371,R1371,T1371,2024-02-27 17:31:38.238915,0.010169230325142319,301.6455060582176,0.9898307696748577
Western Union,47,8.129217803820376,2.955997719231333,CAD,USA,JPY,Germany,715.892703746179,704.8074882231273,S1372,R1372,T1372,2023-12-05 17:31:38.238917,0.015484465011368506,521.0051295834303,0.9845155349886315
SWIFT,42,25.981824455420025,1.4254150427537589,JPY,USA,JPY,UK,5370.719677019337,5343.312437521163,S1373,R1373,T1373,2023-11-18 17:31:38.238918,0.005103085088474467,1151.104058923299,0.9948969149115255
Western Union,41,12.221490634936943,3.821778611139859,JPY,Japan,EUR,UK,7816.4219125081745,7800.378643262097,S1374,R1374,T1374,2024-08-14 17:31:38.238920,0.002052508094580165,657.7740390891489,0.9979474919054198
PayPal,43,10.553275396656579,3.736319409020585,CAD,UK,EUR,USA,3671.610831254594,3657.321236448917,S1375,R1375,T1375,2024-06-03 17:31:38.238921,0.003891914329273942,614.452576644118,0.9961080856707261
SWIFT,34,26.96437792702213,1.0761953629789531,USD,USA,JPY,Canada,1656.9911242225844,1628.9505509325834,S1376,R1376,T1376,2024-03-10 17:31:38.238923,0.01692258508817117,953.3794918600369,0.9830774149118289
Western Union,53,19.617453324155687,3.0062206869684536,CAD,Germany,JPY,Canada,3367.3018401784943,3344.6781661673704,S1377,R1377,T1377,2024-06-21 17:31:38.238924,0.0067186355975515704,1199.0547225895796,0.9932813644024485
PayPal,69,7.943111168826475,2.856214861055333,CAD,Canada,GBP,USA,8286.890761095763,8276.09143506588,S1378,R1378,T1378,2024-02-08 17:31:38.238926,0.0013031818979177456,745.1534960618447,0.9986968181020821
PayPal,35,7.255881799958378,3.0747493100397785,USD,UK,EUR,USA,4972.757197059147,4962.426565949149,S1379,R1379,T1379,2024-02-01 17:31:38.238928,0.0020774453086323252,361.5720888499355,0.9979225546913678
Western Union,13,10.671162431375752,3.4235726130045756,USD,Canada,GBP,USA,3305.080447773234,3290.9857127288537,S1380,R1380,T1380,2024-01-01 17:31:38.238929,0.0042645664052977945,183.23155557694426,0.9957354335947022
PayPal,52,17.59734301560856,3.9259960531238214,USD,Japan,CAD,Canada,8826.467378160534,8804.944039091803,S1381,R1381,T1381,2023-12-04 17:31:38.238931,0.0024384998149982306,1119.2136315740838,0.9975615001850019
SWIFT,44,26.70995461130316,1.0606874462190496,JPY,USA,EUR,UK,276.28290863587813,248.51226657835593,S1382,R1382,T1382,2024-08-17 17:31:38.238932,0.10051523706130518,1221.9082505309773,0.8994847629386948
SEPA,5,2.45329790227604,2.2547284777181105,USD,UK,CAD,Germany,625.2923500698963,620.5843236899021,S1383,R1383,T1383,2024-04-03 17:31:38.238934,0.0075293202922886845,23.540131899970753,0.9924706797077113
PayPal,14,14.59056770383663,1.2342139482268784,CAD,Japan,GBP,USA,926.2657431438048,910.4409614917413,S1384,R1384,T1384,2024-06-23 17:31:38.238935,0.017084494130543134,221.54694312888913,0.9829155058694569
PayPal,63,14.238977370749314,3.751573100008804,JPY,Japan,GBP,Canada,3904.089885284585,3886.0993348138268,S1385,R1385,T1385,2024-05-29 17:31:38.238937,0.004608129166945836,1133.4046796577616,0.9953918708330541
PayPal,40,19.461092888713132,0.996766237657895,GBP,Germany,JPY,USA,3186.2834993191905,3165.8256401928193,S1386,R1386,T1386,2024-06-28 17:31:38.238939,0.006420602288133568,818.3143650548411,0.9935793977118664
PayPal,19,15.350016425283236,1.466301309712418,JPY,USA,GBP,Germany,2330.9868132754627,2314.170495540467,S1387,R1387,T1387,2024-07-31 17:31:38.238940,0.007214248334320541,319.5100369649174,0.9927857516656795
Western Union,48,17.81909324029597,1.49613592596062,JPY,Canada,CAD,Germany,3761.057443281358,3741.742214115101,S1388,R1388,T1388,2024-04-22 17:31:38.238942,0.005135584727843162,927.1309999803163,0.9948644152721567
PayPal,46,11.647280345394478,3.0529913289395023,CAD,Japan,CAD,Canada,9646.648595835644,9631.94832416131,S1389,R1389,T1389,2024-01-05 17:31:38.238943,0.0015238734497574557,676.212497019363,0.9984761265502425
Western Union,57,7.2721163833969555,2.614404687433323,JPY,Canada,GBP,USA,6772.890126629759,6763.003605558929,S1390,R1390,T1390,2024-01-11 17:31:38.238945,0.0014597196892296089,563.5317010373259,0.9985402803107705
SWIFT,48,22.10386554494124,1.5160308049462012,GBP,USA,JPY,Canada,7908.127827918464,7884.507931568577,S1391,R1391,T1391,2023-09-01 17:31:38.238947,0.0029867873741874686,1133.7550247945971,0.9970132126258126
PayPal,21,19.40782003308885,0.904863282768408,JPY,Germany,EUR,Japan,9473.392031430203,9453.079348114346,S1392,R1392,T1392,2024-03-01 17:31:38.238948,0.0021441827012399738,426.5663496330024,0.99785581729876
SEPA,13,3.5701273413574652,1.4629471508163223,EUR,Germany,JPY,UK,5170.010049875774,5164.9769753836,S1393,R1393,T1393,2024-03-12 17:31:38.238950,0.0009735134832658058,65.42996839825923,0.9990264865167342
PayPal,58,15.979113513489157,2.3690970563465124,EUR,Germany,CAD,USA,3915.7764670034453,3897.4282564336095,S1394,R1394,T1394,2024-04-21 17:31:38.238951,0.004685714499907771,1064.1962130504687,0.9953142855000922
PayPal,45,13.4502870393145,3.3865310742692207,USD,Canada,EUR,Germany,4141.132542070882,4124.295723957298,S1395,R1395,T1395,2024-02-02 17:31:38.238953,0.004065752047908138,757.6568151112674,0.9959342479520918
Western Union,53,11.941951845449708,1.6803321279254473,EUR,UK,USD,Canada,7235.782831501181,7222.160547527806,S1396,R1396,T1396,2024-06-19 17:31:38.238954,0.001882627531891942,721.9810505888832,0.998117372468108
SWIFT,45,25.476119841428094,1.005803283674326,EUR,USA,GBP,UK,1512.6239501200037,1486.1420269949012,S1397,R1397,T1397,2023-09-08 17:31:38.238956,0.017507274774408724,1191.6865406296088,0.9824927252255913
SEPA,6,2.8200617538577912,3.185088491205232,CAD,Germany,GBP,UK,6666.066473723103,6660.061323478039,S1398,R1398,T1398,2024-04-12 17:31:38.238957,0.0009008536396591095,36.03090147037814,0.9990991463603408
PayPal,54,8.992850086700036,3.7016314099889094,EUR,Germany,USD,Japan,831.1701369474231,818.4756554507342,S1399,R1399,T1399,2023-08-25 17:31:38.238959,0.01527302405655601,685.5020008212031,0.984726975943444
PayPal,18,13.759975612479984,3.2577932223551502,GBP,Germany,JPY,Japan,2432.863243149706,2415.8454743148704,S1400,R1400,T1400,2024-01-25 17:31:38.238961,0.006994954970343127,306.3198390270324,0.9930050450296568
PayPal,60,10.169955489559369,1.0340097850583256,JPY,Japan,EUR,USA,8620.05257947138,8608.848614196762,S1401,R1401,T1401,2024-05-13 17:31:38.238962,0.0012997560248414136,672.2379164770616,0.9987002439751587
Western Union,52,19.63501915913036,3.4759358801757343,JPY,Japan,CAD,Canada,7122.413964133014,7099.303009093708,S1402,R1402,T1402,2024-07-29 17:31:38.238964,0.003244820527940109,1201.7696620439167,0.9967551794720599
PayPal,56,13.12197074342926,3.7124659798712325,CAD,Germany,JPY,USA,3993.259671234673,3976.4252345113728,S1403,R1403,T1403,2024-07-22 17:31:38.238965,0.004215713003731476,942.7284565048276,0.9957842869962685
PayPal,54,19.435421146878078,3.452177091939299,USD,UK,GBP,Canada,6946.064017982041,6923.176419743224,S1404,R1404,T1404,2024-04-03 17:31:38.238967,0.003295045680484045,1235.9303048961383,0.996704954319516
Western Union,14,19.17258325172481,0.5648360186108455,JPY,Germany,EUR,Canada,4490.217264517775,4470.47984524744,S1405,R1405,T1405,2024-07-10 17:31:38.238968,0.0043956490538449135,276.3238697846991,0.9956043509461551
PayPal,53,13.602051860787258,1.0678244184920214,USD,Germany,EUR,Canada,4280.22508820503,4265.555211925751,S1406,R1406,T1406,2023-10-31 17:31:38.238970,0.0034273609394293064,777.5034428018018,0.9965726390605707
Western Union,46,10.735294331959443,1.0666346351832545,JPY,UK,JPY,USA,2643.094430045191,2631.292501078048,S1407,R1407,T1407,2024-03-21 17:31:38.238971,0.004465193839836025,542.8887324885641,0.9955348061601639
Western Union,51,18.72758909719004,3.711096776618547,JPY,Germany,EUR,Canada,9320.492538877881,9298.053853004072,S1408,R1408,T1408,2024-03-18 17:31:38.238973,0.0024074570930894216,1144.372979564238,0.9975925429069106
Western Union,12,7.510289689922999,1.5690547929196859,EUR,Japan,CAD,USA,7497.1160542331245,7488.036709750282,S1409,R1409,T1409,2024-07-23 17:31:38.238975,0.001211044942770518,108.95213379411223,0.9987889550572295
PayPal,31,17.174470316697395,2.0936144352167494,GBP,Japan,USD,Canada,7041.128517090759,7021.8604323388445,S1410,R1410,T1410,2023-12-10 17:31:38.238976,0.0027365051930447223,597.3106273093385,0.9972634948069553
PayPal,65,8.830118420159016,2.296335002337607,EUR,Japan,JPY,UK,5954.355455729828,5943.229002307331,S1411,R1411,T1411,2024-06-19 17:31:38.238978,0.0018686243213427453,723.2194724622805,0.9981313756786573
PayPal,66,18.887724806802616,0.5722520384102765,JPY,Canada,USD,Germany,9631.031307695124,9611.57133084991,S1412,R1412,T1412,2023-09-29 17:31:38.238979,0.0020205496403759493,1284.3584717840508,0.997979450359624
SEPA,10,2.099161057687199,0.8828997391111688,GBP,Germany,USD,UK,6666.244258395268,6663.262197598469,S1413,R1413,T1413,2024-01-10 17:31:38.238981,0.00044733746337645067,29.82060796798368,0.9995526625366236
SEPA,3,4.600939429728438,2.330435302870414,JPY,Germany,EUR,UK,1322.1607253960178,1315.229350663419,S1414,R1414,T1414,2023-10-25 17:31:38.238982,0.005242460012206719,20.794124197796556,0.9947575399877933
PayPal,61,15.734596203272844,3.6906637192619987,USD,USA,JPY,Japan,5121.187705483803,5101.762445561269,S1415,R1415,T1415,2023-09-06 17:31:38.238984,0.0037931161753227945,1184.9408552746254,0.9962068838246773
PayPal,27,9.832758107600004,2.766845009491915,EUR,Canada,JPY,USA,4333.198806785122,4320.59920366803,S1416,R1416,T1416,2024-08-14 17:31:38.238985,0.0029076909873977813,340.1892841614818,0.9970923090126023
PayPal,30,16.54063982169471,0.7575345307139181,EUR,Germany,JPY,USA,6365.313475138766,6348.015300786357,S1417,R1417,T1417,2023-09-17 17:31:38.238987,0.002717568336574582,518.9452305722589,0.9972824316634255
PayPal,59,17.127877686673106,1.412217091649505,JPY,Canada,JPY,Germany,1796.5826114158672,1778.0425166375446,S1418,R1418,T1418,2024-06-13 17:31:38.238989,0.010319645008537272,1093.8655919210341,0.9896803549914628
ACH,45,10.654381667288435,2.1014909668589006,USD,Canada,EUR,Japan,2829.165516286981,2816.409643652834,S1419,R1419,T1419,2024-06-01 17:31:38.238990,0.004508704973503368,574.0142685366301,0.9954912950264967
ACH,57,13.632928829132267,2.285210799904503,JPY,Canada,GBP,Japan,6295.233716483569,6279.315576854532,S1420,R1420,T1420,2023-09-09 17:31:38.238992,0.002528601851168192,907.3339588550958,0.9974713981488318
SEPA,12,3.070714672923829,3.411384414350942,CAD,UK,CAD,Germany,6661.913500294356,6655.431401207081,S1421,R1421,T1421,2024-01-19 17:31:38.238993,0.0009730085938504545,77.78518904729725,0.9990269914061495
PayPal,13,11.439592438892568,3.2285175710144434,CAD,Japan,JPY,USA,5837.041272015449,5822.373162005542,S1422,R1422,T1422,2024-04-26 17:31:38.238995,0.0025129358053763286,190.68543012879115,0.9974870641946237
Western Union,25,15.320395048571845,3.7874108011903336,EUR,Canada,USD,UK,218.93276005675085,199.82495420698868,S1423,R1423,T1423,2023-11-21 17:31:38.238996,0.08727705184372193,477.6951462440545,0.9127229481562781
Western Union,20,17.666453780552118,0.6564742599660168,USD,USA,EUR,Japan,7603.2247860958705,7584.901858055352,S1424,R1424,T1424,2024-02-29 17:31:38.238998,0.002409889034719261,366.4585608103627,0.9975901109652807
Western Union,43,9.28314405238403,1.9748192942484923,EUR,UK,USD,Japan,7979.59193905644,7968.333975709808,S1425,R1425,T1425,2024-04-19 17:31:38.238999,0.0014108444933794118,484.0924239051984,0.9985891555066206
PayPal,68,8.385273246080985,3.6709620272722074,CAD,Germany,JPY,Japan,604.2531700229591,592.1969347496059,S1426,R1426,T1426,2024-01-26 17:31:38.239001,0.019952291310106167,819.823998588017,0.9800477086898939
PayPal,29,15.565266669986286,2.764889413409331,USD,Canada,CAD,USA,523.9115098185098,505.5813537351142,S1427,R1427,T1427,2024-07-05 17:31:38.239002,0.034987122328626524,531.5745264184729,0.9650128776713736
PayPal,54,14.599494145769594,0.6334138581597206,USD,USA,USD,Germany,4983.350755553707,4968.117847549778,S1428,R1428,T1428,2024-04-10 17:31:38.239004,0.0030567601501766584,822.577032212183,0.9969432398498234
PayPal,66,11.256727318402866,0.97541349944643,CAD,Canada,USD,Germany,2521.8740231681854,2509.6418823503363,S1429,R1429,T1429,2023-11-27 17:31:38.239006,0.004850417072967934,807.3212939780536,0.9951495829270322
SWIFT,43,23.053532135477898,2.0021670368601203,CAD,USA,EUR,UK,3187.168817522298,3162.11311834996,S1430,R1430,T1430,2023-09-21 17:31:38.239007,0.007861428310476598,1077.3950644105348,0.9921385716895235
Western Union,66,8.470374834522358,3.3989574768559594,CAD,Germany,EUR,USA,2668.162950987948,2656.2936186765696,S1431,R1431,T1431,2024-05-14 17:31:38.239009,0.004448503531983843,783.3759325509691,0.9955514964680161
Western Union,16,14.748392092347414,2.111351614862642,EUR,UK,JPY,Japan,3771.2166867549518,3754.356943047742,S1432,R1432,T1432,2023-11-13 17:31:38.239010,0.004470637756356952,269.7558993153609,0.9955293622436431
Western Union,63,9.579331315516315,2.2289551305022193,JPY,Canada,EUR,UK,7958.072707394017,7946.264420947999,S1433,R1433,T1433,2024-01-25 17:31:38.239012,0.0014838123349950297,743.9220460991677,0.9985161876650049
SEPA,1,3.645061225060366,1.9327072230883742,CAD,Germany,USD,UK,8975.044569703346,8969.466801255197,S1434,R1434,T1434,2024-01-27 17:31:38.239013,0.0006214752923876681,5.57776844814874,0.9993785247076123
PayPal,55,9.018595841305299,3.2623532627324554,EUR,USA,JPY,Germany,3713.374785714271,3701.093836610233,S1435,R1435,T1435,2024-01-14 17:31:38.239015,0.003307220469984287,675.4522007220764,0.9966927795300157
PayPal,62,15.847850311548994,3.2649116584944164,EUR,UK,CAD,Canada,8189.022500143368,8169.9097381733245,S1436,R1436,T1436,2024-06-14 17:31:38.239017,0.002333949133698045,1184.9912421426916,0.9976660508663019
PayPal,37,15.397369904456585,3.9051303628569323,GBP,USA,USD,Japan,746.2081597137408,726.9056594464273,S1437,R1437,T1437,2024-05-08 17:31:38.239018,0.025867447328260674,714.1925098906001,0.9741325526717394
Western Union,15,12.204179272334638,1.782727527064072,EUR,Japan,JPY,Germany,5683.833451167559,5669.846544368161,S1438,R1438,T1438,2024-04-03 17:31:38.239020,0.0024608227738491446,209.80360199098067,0.9975391772261508
PayPal,46,9.56732166147642,3.687792688671037,USD,Canada,JPY,Germany,1910.9230498283307,1897.6679354781832,S1439,R1439,T1439,2024-03-18 17:31:38.239021,0.006936498228611686,609.735260106783,0.9930635017713882
Western Union,47,9.728240804628575,2.5968476378596335,EUR,Canada,USD,Germany,1071.509322999234,1059.1842345567457,S1440,R1440,T1440,2023-11-06 17:31:38.239023,0.011502548954020645,579.2791567969458,0.9884974510459793
Western Union,33,14.212487857561324,1.980067639633726,EUR,USA,GBP,Japan,5744.365329400907,5728.172773903712,S1441,R1441,T1441,2023-12-22 17:31:38.239024,0.0028188589284734453,534.3543314074367,0.9971811410715266
PayPal,40,17.450501213558294,1.1441436218750636,GBP,Japan,JPY,Canada,3100.078220006826,3081.4835751713927,S1442,R1442,T1442,2024-08-10 17:31:38.239026,0.005998121181404388,743.7857934173343,0.9940018788185956
PayPal,27,16.484886440059455,0.8508447959365699,EUR,Japan,GBP,Canada,7234.053339199062,7216.717607963066,S1443,R1443,T1443,2024-02-01 17:31:38.239027,0.002396406333093944,468.0647433718927,0.9976035936669061
SWIFT,42,27.427307294540903,1.950079093169606,CAD,USA,USD,UK,4840.981086031535,4811.603699643824,S1444,R1444,T1444,2024-01-25 17:31:38.239029,0.006068477828281096,1233.8502282838413,0.9939315221717189
PayPal,47,19.525295622530244,3.6859511993888248,EUR,Canada,USD,USA,6379.107194032099,6355.89594721018,S1445,R1445,T1445,2024-01-12 17:31:38.239030,0.003638635645382176,1090.9286006301963,0.9963613643546178
ACH,41,11.319804270659354,3.817429149464499,USD,Canada,GBP,Japan,3797.901786040598,3782.764552620474,S1446,R1446,T1446,2024-05-15 17:31:38.239032,0.003985683220077361,620.6265702250779,0.9960143167799227
Western Union,49,13.784376434856501,2.729297037137206,JPY,Germany,JPY,Japan,2496.1899735043435,2479.67630003235,S1447,R1447,T1447,2023-10-20 17:31:38.239033,0.0066155515594874936,809.1700001276915,0.9933844484405125
PayPal,40,11.047410158082414,2.487219347511574,USD,Canada,USD,Germany,9819.474491693025,9805.939862187432,S1448,R1448,T1448,2024-05-13 17:31:38.239035,0.0013783456046496043,541.3851802237594,0.9986216543953504
PayPal,34,15.802657351460725,3.56076853263327,CAD,Germany,EUR,Canada,7542.328217890802,7522.964792006708,S1449,R1449,T1449,2024-04-10 17:31:38.239036,0.0025673008817307798,658.3564800591959,0.9974326991182693
Western Union,65,8.187600249763676,1.9959290076651035,JPY,USA,CAD,Japan,1521.0187185108753,1510.8351892534465,S1450,R1450,T1450,2024-06-04 17:31:38.239038,0.006695203111897777,661.9294017328707,0.9933047968881022
Western Union,56,19.065379163215137,2.35592128973422,EUR,Germany,EUR,Japan,3665.1932303817216,3643.7719299287724,S1451,R1451,T1451,2023-12-14 17:31:38.239039,0.005844521449887753,1199.592825365164,0.9941554785501123
PayPal,19,16.837163831449104,2.8341688533947362,CAD,Germany,GBP,Japan,2493.476118007371,2473.804785322527,S1452,R1452,T1452,2023-09-17 17:31:38.239041,0.007889120149489913,373.75532101203294,0.99211087985051
PayPal,19,14.149726822990235,2.2212672141828382,USD,Japan,GBP,Germany,5741.472387526261,5725.101393489088,S1453,R1453,T1453,2023-12-11 17:31:38.239043,0.0028513581416397945,311.0488867062884,0.9971486418583603
PayPal,14,11.378303944067389,2.487398389103106,EUR,Japan,JPY,Germany,8349.663305122549,8335.797602789378,S1454,R1454,T1454,2023-11-09 17:31:38.239044,0.0016606301148291615,194.11983266438693,0.9983393698851708
Western Union,43,17.792304158994636,3.8271412116001158,CAD,USA,EUR,Germany,6415.676003825066,6394.056558454471,S1455,R1455,T1455,2024-02-13 17:31:38.239046,0.0033697844713020267,929.6361509355743,0.996630215528698
ACH,46,14.765835883855836,2.6287464533285134,CAD,Canada,CAD,Japan,2355.994827918927,2338.600245581743,S1456,R1456,T1456,2023-11-30 17:31:38.239047,0.007383115672010686,800.1507875104801,0.9926168843279894
SWIFT,44,28.187379904546518,0.9361497269763241,USD,USA,EUR,Canada,8605.028684769908,8575.905155138385,S1457,R1457,T1457,2024-05-25 17:31:38.239049,0.0033844779254563963,1281.435303787005,0.9966155220745436
SWIFT,37,26.86938355666703,3.0993125152974748,USD,USA,JPY,UK,1962.9839236014202,1933.0152275294556,S1458,R1458,T1458,2023-12-11 17:31:38.239051,0.015266908562848519,1108.8417546626868,0.9847330914371515
PayPal,26,11.790729551898952,0.6888941649958711,GBP,UK,USD,Canada,7677.100009348428,7664.620385631533,S1459,R1459,T1459,2023-12-23 17:31:38.239052,0.0016255648228756102,324.4702166392654,0.9983744351771244
Western Union,40,7.183035622677579,0.5243515555615192,GBP,Canada,EUR,USA,2553.240880424895,2545.533493246656,S1460,R1460,T1460,2023-12-21 17:31:38.239054,0.003018668249176898,308.295487129564,0.9969813317508232
Western Union,17,19.172510317124082,2.5705976302085887,EUR,Japan,EUR,Germany,318.21267465952735,296.4695667121947,S1461,R1461,T1461,2023-12-04 17:31:38.239055,0.06832885575848535,369.6328351046554,0.9316711442415148
Western Union,21,15.500714902800345,2.852819524302118,USD,UK,JPY,Canada,252.32359130294773,233.97005687584527,S1462,R1462,T1462,2023-09-20 17:31:38.239057,0.07273808339651693,385.42422296915174,0.9272619166034831
SWIFT,30,29.593798543869475,1.228384987471776,EUR,USA,JPY,Canada,3249.6973041956558,3218.8751206643146,S1463,R1463,T1463,2024-07-15 17:31:38.239058,0.009484632150676619,924.6655059402376,0.9905153678493234
Western Union,53,7.150438583818514,1.5485742945482548,JPY,Canada,JPY,Germany,6306.985186696882,6298.286173818516,S1464,R1464,T1464,2024-06-21 17:31:38.239060,0.0013792664198284963,461.0476825534388,0.9986207335801716
Western Union,37,15.355698598978632,3.624598900487243,JPY,UK,GBP,Canada,8871.766413077898,8852.786115578432,S1465,R1465,T1465,2023-12-17 17:31:38.239061,0.0021394045577537934,702.2710074802375,0.9978605954422463
PayPal,45,13.202686976143882,2.0666835543293374,JPY,UK,CAD,USA,7796.869539080276,7781.600168549803,S1466,R1466,T1466,2024-05-05 17:31:38.239063,0.001958397592000033,687.1216738712949,0.998041602408
Western Union,27,7.490715120576634,2.541183066590661,USD,Germany,JPY,Canada,2453.621870930135,2443.589972742968,S1467,R1467,T1467,2023-08-26 17:31:38.239064,0.004088608072018993,270.861251053517,0.995911391927981
PayPal,11,18.698144664039535,3.364409266242382,CAD,Japan,JPY,USA,9905.669409872853,9883.606855942571,S1468,R1468,T1468,2023-09-19 17:31:38.239066,0.002227265318211857,242.6880932331011,0.9977727346817882
SEPA,7,3.0925204516248974,2.7156011689270985,CAD,Germany,GBP,UK,5867.228428699356,5861.420307078804,S1469,R1469,T1469,2023-09-18 17:31:38.239067,0.000989925940524449,40.65685134386397,0.9990100740594756
SWIFT,44,27.18992475398061,3.184251242222058,EUR,USA,USD,UK,4277.961735432227,4247.587559436024,S1470,R1470,T1470,2024-02-28 17:31:38.239069,0.007100151397949283,1336.4637438329173,0.9928998486020506
SWIFT,46,26.5025071964619,1.5937091414999918,CAD,USA,GBP,UK,3610.695496540878,3582.5992802029164,S1471,R1471,T1471,2024-07-04 17:31:38.239070,0.0077813862633608,1292.425951546247,0.9922186137366392
Western Union,19,10.451489823837669,1.5590725343244052,GBP,Canada,CAD,USA,2834.0567219837203,2822.046159625558,S1472,R1472,T1472,2023-12-12 17:31:38.239072,0.0042379400048687755,228.20068480507942,0.9957620599951312
Western Union,66,9.74670548840919,2.1887695698373966,EUR,Germany,JPY,Japan,3542.8065952640886,3530.871120205842,S1473,R1473,T1473,2024-01-26 17:31:38.239074,0.003368932155145458,787.7413538442748,0.9966310678448546
SWIFT,30,24.624902104055934,2.4461834849798634,GBP,USA,EUR,Canada,2991.590083415445,2964.5189978264093,S1474,R1474,T1474,2023-11-27 17:31:38.239075,0.009049062483229394,812.1325676710738,0.9909509375167707
PayPal,15,18.907060699349152,3.8534297841786453,EUR,UK,USD,USA,303.1552538350741,280.3947633515463,S1475,R1475,T1475,2024-01-17 17:31:38.239077,0.0750786608366359,341.40735725291694,0.924921339163364
PayPal,65,17.885292001129535,0.554468911905506,GBP,Germany,JPY,USA,6530.44977249178,6512.010011578745,S1476,R1476,T1476,2024-02-14 17:31:38.239078,0.0028236586384461394,1198.5844593472777,0.9971763413615539
Western Union,45,13.323805951983617,2.688259705284983,USD,Germany,CAD,Japan,8308.36509735211,8292.353031694842,S1477,R1477,T1477,2023-12-03 17:31:38.239080,0.0019272221995121123,720.542954577087,0.9980727778004879
Western Union,38,7.9250183264735545,3.629375612316567,JPY,Germany,CAD,USA,8904.261539049035,8892.707145110246,S1478,R1478,T1478,2024-01-01 17:31:38.239081,0.001297625175105101,439.06696967402456,0.9987023748248949
PayPal,48,10.122953163142089,1.4807574244669985,CAD,USA,JPY,Japan,720.5821171502108,708.9784065626018,S1479,R1479,T1479,2023-12-02 17:31:38.239083,0.01610324529492897,556.9781082052363,0.9838967547050711
Western Union,18,17.84091580599348,2.4373580987501415,CAD,Canada,GBP,USA,6237.885844074067,6217.6075701693235,S1480,R1480,T1480,2024-07-13 17:31:38.239084,0.0032508247844913337,365.0089302853852,0.9967491752155087
